coin,timeframe,futures,swing_length,stop_loss_multiplier,take_profit_multiplier,min_strength_ratio,trailing_stop_activation,trailing_stop_percent,violation_type,ob_search_window_frac,break_atr_mult,ob_min_sl_atr_mult,ob_min_sl_pct,risk_per_trade_percent,mean_test_sharpe,pooled_test_sharpe,pooled_test_roi,pooled_bh_sharpe,pooled_bh_roi,mean_test_roi,mean_test_profit_factor,mean_test_win_rate,mean_test_trades
ETHUSDT,1m,True,10,1.0,5,0.6,1.5,2.5,Close,2000.0,0.2,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,5,0.5,2,0.6,3.0,3.0,Close,0.5,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,5,1.5,4,0.4,1.5,2.5,Wick,2000.0,0.1,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,20,0.5,2,0.4,3.0,2.5,Wick,2000.0,0.2,1.0,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,120,1.2,2,0.4,3.0,1.5,Wick,0.5,0.1,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,10,1.0,6,0.3,1.5,2.5,Wick,2000.0,0.2,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,10,0.5,5,0.7,1.5,2.0,Close,0.25,0.2,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,20,1.0,5,0.6,2.0,2.5,Close,2000.0,0.1,0.5,0.001,2,,,,,,,,,
ETHUSDT,1m,True,5,1.5,5,0.3,2.5,1.5,Close,0.5,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,100,1.2,5,0.7,1.5,1.5,Close,0.5,0.2,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,30,1.0,4,0.6,3.0,3.0,Close,0.25,0.1,1.0,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,20,0.5,2,0.7,1.5,2.0,Close,0.5,0.2,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,30,1.2,4,0.3,2.0,2.5,Close,0.5,0.1,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,50,1.5,2,0.7,2.0,2.5,Wick,0.25,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,75,0.5,6,0.4,1.5,1.5,Wick,2000.0,0.1,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,15,1.0,3,0.4,1.5,1.5,Wick,0.25,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,75,0.7,4,0.5,2.5,1.5,Close,2000.0,0.2,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,15,1.0,2,0.5,2.5,2.0,Wick,0.5,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,30,0.7,4,0.3,2.5,2.0,Close,2000.0,0.2,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,30,1.0,2,0.5,2.0,2.0,Wick,0.25,0.1,1.0,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,75,1.5,2,0.4,3.0,1.5,Wick,0.5,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,75,1.2,2,0.3,1.5,2.0,Close,2000.0,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,30,0.7,5,0.4,1.5,1.5,Wick,0.5,0.1,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,100,1.2,6,0.5,3.0,2.0,Close,2000.0,0.2,0.5,0.001,2,,,,,,,,,
ETHUSDT,1m,True,50,0.7,6,0.4,1.5,1.5,Wick,0.5,0.1,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,100,1.0,6,0.4,2.5,2.0,Wick,0.25,0.1,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,10,1.0,6,0.6,2.0,2.5,Close,0.5,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,30,0.7,6,0.5,2.5,3.0,Close,2000.0,0.1,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,20,1.0,6,0.6,2.0,1.5,Wick,0.5,0.1,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,20,0.7,5,0.6,1.5,3.0,Close,2000.0,0.2,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,15,0.7,4,0.3,3.0,3.0,Wick,2000.0,0.1,0.5,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,10,0.5,6,0.7,2.5,3.0,Wick,2000.0,0.2,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,120,0.7,6,0.3,1.5,3.0,Close,2000.0,0.2,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,5,1.0,2,0.6,2.5,2.0,Close,2000.0,0.2,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,75,0.7,4,0.6,2.0,2.0,Wick,0.25,0.2,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,50,0.7,2,0.3,2.0,2.0,Close,2000.0,0.2,0.5,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,10,1.0,5,0.4,3.0,2.0,Close,2000.0,0.1,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,1.5,2,0.5,1.5,3.0,Close,2000.0,0.1,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,5,0.5,2,0.3,2.0,2.0,Wick,0.25,0.1,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,30,1.2,3,0.4,3.0,2.5,Wick,0.5,0.1,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,75,0.5,5,0.4,2.0,1.5,Close,0.5,0.2,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,5,0.5,5,0.7,3.0,3.0,Close,0.5,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,15,1.2,6,0.6,1.5,3.0,Close,0.5,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,50,1.5,4,0.4,1.5,2.0,Wick,0.5,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,20,0.7,4,0.7,2.0,2.0,Wick,0.25,0.1,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,30,0.7,5,0.7,3.0,1.5,Wick,2000.0,0.2,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,15,1.2,6,0.5,1.5,2.0,Close,0.25,0.1,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,50,0.5,2,0.6,2.5,2.0,Close,2000.0,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,50,0.7,6,0.3,1.5,2.0,Close,2000.0,0.1,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,120,0.5,6,0.5,2.5,1.5,Wick,2000.0,0.1,0.5,0.001,2,,,,,,,,,
ETHUSDT,1m,True,50,1.0,6,0.6,2.0,3.0,Close,2000.0,0.2,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,30,0.7,5,0.3,1.5,1.5,Close,2000.0,0.1,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,75,1.5,2,0.4,3.0,2.5,Wick,2000.0,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,1.0,5,0.6,2.5,2.0,Close,0.5,0.2,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,1.0,4,0.5,2.5,2.5,Close,2000.0,0.2,1.0,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,50,1.2,2,0.6,2.5,3.0,Wick,0.25,0.1,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,50,0.7,2,0.6,2.5,2.0,Close,2000.0,0.1,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,5,0.7,3,0.6,1.5,3.0,Close,0.5,0.2,0.5,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,30,0.7,4,0.3,1.5,2.5,Close,2000.0,0.2,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,30,1.5,6,0.3,3.0,2.0,Wick,0.5,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,5,1.0,4,0.6,2.5,2.5,Close,0.25,0.1,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,15,1.2,6,0.5,3.0,1.5,Wick,2000.0,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,20,0.7,5,0.5,2.5,1.5,Wick,0.25,0.1,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,50,0.7,3,0.6,2.0,1.5,Close,0.25,0.2,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,1.5,5,0.7,3.0,1.5,Close,0.5,0.1,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,120,0.5,5,0.6,2.5,2.5,Wick,0.25,0.1,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,120,0.5,6,0.5,2.5,3.0,Close,0.25,0.2,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,20,0.5,2,0.5,2.5,2.5,Close,0.25,0.1,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,100,1.0,3,0.4,2.0,3.0,Close,0.5,0.2,1.0,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,75,1.2,5,0.6,1.5,1.5,Wick,2000.0,0.1,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,15,0.5,5,0.3,3.0,2.0,Close,0.5,0.1,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,10,0.5,6,0.4,2.0,2.5,Wick,0.25,0.2,1.0,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,50,1.5,6,0.3,3.0,1.5,Wick,0.25,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,10,0.5,6,0.4,2.5,3.0,Close,2000.0,0.2,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,30,1.0,3,0.4,1.5,2.5,Wick,0.5,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,50,1.2,3,0.7,2.5,2.0,Wick,0.25,0.2,1.0,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,15,0.7,5,0.7,2.0,1.5,Close,2000.0,0.2,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,0.7,2,0.3,2.0,1.5,Wick,2000.0,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,30,1.2,5,0.4,2.5,1.5,Close,2000.0,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,50,0.7,6,0.4,2.5,2.5,Close,2000.0,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,15,1.2,6,0.7,2.0,2.0,Wick,0.25,0.1,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,50,1.0,3,0.7,3.0,1.5,Close,0.5,0.1,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,0.5,2,0.4,2.0,1.5,Wick,0.25,0.2,1.0,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,75,1.0,6,0.5,2.0,3.0,Wick,0.25,0.2,1.0,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,5,0.5,4,0.4,2.0,2.0,Close,2000.0,0.1,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,30,0.5,3,0.5,1.5,1.5,Close,0.25,0.2,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,20,1.5,6,0.6,2.0,1.5,Close,0.5,0.2,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,30,1.0,3,0.7,2.5,3.0,Close,0.25,0.2,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,30,1.2,3,0.5,2.5,3.0,Wick,0.25,0.1,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,120,1.5,3,0.4,2.5,2.0,Close,0.5,0.2,0.5,0.001,2,,,,,,,,,
ETHUSDT,1m,True,100,0.7,3,0.6,1.5,3.0,Wick,2000.0,0.2,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,30,1.2,6,0.4,3.0,2.5,Wick,0.25,0.1,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,30,0.5,3,0.5,1.5,2.0,Close,0.25,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,5,1.0,2,0.5,3.0,2.0,Close,2000.0,0.2,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,50,1.5,5,0.4,2.0,1.5,Wick,0.25,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,120,1.5,3,0.5,2.5,3.0,Close,0.25,0.2,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,50,1.5,3,0.5,2.0,2.0,Wick,2000.0,0.1,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,100,0.7,5,0.5,3.0,3.0,Wick,0.25,0.1,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,10,1.2,4,0.6,2.5,3.0,Wick,2000.0,0.2,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,30,0.7,5,0.5,3.0,1.5,Wick,2000.0,0.1,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,50,1.2,3,0.5,1.5,2.5,Wick,0.5,0.2,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,15,1.2,2,0.5,3.0,2.5,Close,0.25,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,120,1.2,4,0.4,2.0,2.5,Wick,0.25,0.2,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,15,1.5,5,0.5,2.5,2.0,Wick,0.25,0.2,1.0,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,120,0.7,3,0.5,1.5,1.5,Wick,0.25,0.2,1.0,0.001,5,,,,,,,,,
ETHUSDT,1m,True,5,0.5,5,0.3,3.0,2.0,Close,0.5,0.2,0.5,0.001,2,,,,,,,,,
ETHUSDT,1m,True,15,1.2,4,0.7,1.5,1.5,Wick,0.25,0.1,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,120,1.2,3,0.7,2.0,3.0,Close,2000.0,0.2,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,20,0.5,6,0.4,1.5,1.5,Wick,2000.0,0.2,1.0,0.001,2,,,,,,,,,
ETHUSDT,1m,True,120,1.0,6,0.6,1.5,1.5,Close,2000.0,0.2,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,75,0.7,4,0.5,2.5,2.5,Wick,2000.0,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,10,1.0,2,0.5,1.5,2.0,Wick,2000.0,0.1,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,10,1.0,4,0.6,1.5,2.0,Close,0.25,0.1,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,15,1.5,5,0.6,2.5,2.0,Wick,2000.0,0.1,0.5,0.001,3,,,,,,,,,
ETHUSDT,1m,True,100,1.5,2,0.3,3.0,2.5,Wick,2000.0,0.2,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,75,0.7,6,0.7,2.5,3.0,Close,0.25,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,75,1.5,2,0.6,1.5,3.0,Wick,0.5,0.1,1.0,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,120,1.0,6,0.3,1.5,3.0,Close,0.25,0.1,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,50,1.2,3,0.7,2.0,2.0,Close,0.25,0.1,0.5,0.0005,2,,,,,,,,,
ETHUSDT,1m,True,15,1.5,4,0.4,2.0,1.5,Wick,0.25,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,120,1.0,5,0.7,3.0,2.5,Close,0.5,0.2,1.0,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,30,0.5,6,0.6,1.5,2.0,Wick,2000.0,0.1,1.0,0.001,1,,,,,,,,,
ETHUSDT,1m,True,15,1.5,3,0.6,3.0,2.5,Wick,0.5,0.1,0.5,0.001,1,,,,,,,,,
ETHUSDT,1m,True,100,1.2,4,0.6,3.0,3.0,Wick,0.25,0.2,0.5,0.0005,1,,,,,,,,,
ETHUSDT,1m,True,5,0.7,5,0.7,3.0,1.5,Wick,2000.0,0.2,0.5,0.001,2,,,,,,,,,
ETHUSDT,1m,True,15,1.5,3,0.5,1.5,1.5,Wick,0.5,0.2,0.5,0.0005,3,,,,,,,,,
ETHUSDT,1m,True,20,1.5,3,0.4,1.5,2.5,Close,0.25,0.2,0.5,0.0005,5,,,,,,,,,
ETHUSDT,1m,True,30,0.7,5,0.4,1.5,3.0,Wick,2000.0,0.2,0.5,0.001,5,,,,,,,,,
ETHUSDT,1m,True,75,1.0,4,0.3,2.0,1.5,Wick,0.25,0.2,1.0,0.001,3,,,,,,,,,
ETHUSDT,1m,True,120,0.5,3,0.5,2.5,1.5,Wick,0.5,0.1,1.0,0.0005,2,,,,,,,,,
ETHUSDT,15m,True,100,1.2,2,0.7,3.0,3.0,Wick,0.25,0.1,0.5,0.001,5,0.0,0.0,0.0,0.4502079182066347,3.5841657693090925,0.0,0.0,0.0,0.0
ETHUSDT,15m,True,100,1.5,5,0.4,3.0,2.0,Wick,2000.0,0.1,1.0,0.001,3,-0.20751292938175914,-0.11389090962183496,-1.1802572359518126,0.4502079182066347,3.5841657693090925,-0.8429980371410263,0.0,0.0,2.0
ETHUSDT,15m,True,20,0.7,6,0.5,3.0,2.5,Close,0.5,0.1,0.5,0.0005,5,0.9688256319707644,0.7758040813948582,-12.452391625698601,0.4502079182066347,3.5841657693090925,-59.069777683266494,0.6205045627544417,0.16240601503759397,36.0
ETHUSDT,1m,True,100,0.5,5,0.7,2.5,2.0,Wick,0.5,0.1,0.5,0.0005,1,,,,,,,,,
ETHUSDT,15m,True,100,1.5,4,0.5,3.0,3.0,Close,0.5,0.2,0.5,0.001,5,-2.081147991088679,0.08802876193790377,-5.286065434372576,0.4502079182066347,3.5841657693090925,-16.08596384431724,0.41214051771803095,0.2222222222222222,6.0
ETHUSDT,15m,True,50,0.7,2,0.5,2.5,3.0,Wick,0.5,0.2,1.0,0.001,3,0.5704033423653747,0.6500765195768127,8.727666239149839,0.4502079182066347,3.5841657693090925,2.3932798199915233,1.1258427768793577,0.4,18.0
ETHUSDT,1m,True,100,0.5,3,0.5,2.0,1.5,Close,0.5,0.2,1.0,0.0005,3,,,,,,,,,
ETHUSDT,15m,True,20,0.5,3,0.6,2.0,2.0,Close,2000.0,0.2,0.5,0.0005,1,1.5365145341305269,0.296067706298628,0.9581201307870834,0.4502079182066347,3.5841657693090925,2.2278709040308353,1.8468042121419992,0.3666666666666667,7.0
ETHUSDT,15m,True,75,1.5,5,0.3,1.5,3.0,Wick,0.25,0.1,1.0,0.001,1,0.724218009113256,0.4409904183186939,1.9045919625946044,0.4502079182066347,3.5841657693090925,1.6100754658533818,1.2225148295421122,0.4722222222222222,14.0
ETHUSDT,15m,True,100,0.5,6,0.5,2.0,1.5,Wick,0.5,0.2,0.5,0.001,1,0.42287535356746875,0.6355428046427987,2.1511656948978635,0.4502079182066347,3.5841657693090925,0.44553734250850174,1.4279469628415802,0.2777777777777778,6.0
ETHUSDT,15m,True,50,1.0,5,0.5,2.5,2.5,Wick,0.25,0.1,0.5,0.001,1,0.8560011290166525,0.9944154116331538,6.70022797272939,0.4502079182066347,3.5841657693090925,2.814277527628155,1.3177803097528111,0.3176470588235294,16.0
ETHUSDT,15m,True,100,1.5,6,0.7,1.5,2.0,Close,0.25,0.1,0.5,0.001,5,0.0,0.0,0.0,0.4502079182066347,3.5841657693090925,0.0,0.0,0.0,0.0
